Date;Region;Symbol;SessionUTC;AnalysisUTC;Version;Up;Down;ReferenciaBias;TCIM_Vies;TCIM_Score;TCIM_Motivos;TCIM_Alertas;Erro
27/06/2025;Asia;USDJPY;2025-06-27T00:00:00+00:00;2025-06-26T23:30:00+00:00;1.2.1;-0.226;0.0889;VENDA;FORA;1.0;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: EMA50 inclinada para baixo (-0.5).) | Contexto: Favorável (Preço acima da VWAP intradiária (+1).; Preço acima da EMA50 (+0.5).) | Impulso: Fraco (ADX=12.8 abaixo de 15 (0).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
27/06/2025;Europe;EURUSD;2025-06-27T07:00:00+00:00;2025-06-27T06:30:00+00:00;1.2.2;0.1157;0.0961;COMPRA;FORA;-1.0;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Desfavorável (Preço abaixo da VWAP (-1).; Preço abaixo da EMA50 (-0.5).) | Impulso: Moderado (ADX=20.1 entre 14-22 (+1).) | Mitigação: Atenção: mercado travado (Candle atual < 0.7x ATR (-1).)";Baixa volatilidade: range < 0.7x ATR.;
26/06/2025;America;XAUUSD;2025-06-26T13:30:00+00:00;2025-06-26T13:15:00+00:00;1.2.3;0.1103;0.0854;COMPRA;FORA;0.0;"Tendência: Alta moderada (EMAs apontando para cima, mas preço perdeu uma das médias.; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Desfavorável (Preço abaixo da VWAP (-1).; Preço abaixo da EMA50 (-0.5).) | Impulso: Fraco (ADX=19.3 abaixo de 22 (0).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
26/06/2025;Asia;USDJPY;2025-06-26T00:00:00+00:00;2025-06-25T23:30:00+00:00;1.2.1;-0.0042;0.0803;VENDA;FORA;-1.5;"Tendência: Baixa (Slope EMA20/EMA50 negativos e preço abaixo das médias.; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Desfavorável (Preço abaixo da VWAP (-1).; Preço abaixo da EMA50 (-0.5).; Preco esticado > 1.5x ATR distante da EMA50 (-1).) | Impulso: Forte (ADX=38.0 acima de 20 (+2).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Contexto: preço afastado demais da média (risco de correção).;
26/06/2025;Europe;EURUSD;2025-06-26T07:00:00+00:00;2025-06-26T06:30:00+00:00;1.2.2;0.0968;0.0917;COMPRA;COMPRA;3.0;"Tendência: Alta moderada (EMAs apontando para cima, mas preço perdeu uma das médias.; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Neutro (Preço abaixo da VWAP (-1).; Preço acima da EMA50 (+0.5).) | Impulso: Forte (ADX=37.4 acima de 22 (+2).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
25/06/2025;America;XAUUSD;2025-06-25T13:30:00+00:00;2025-06-25T13:15:00+00:00;1.2.3;0.1072;-0.215;COMPRA;VENDA;-3.5;"Tendência: Baixa (Slope EMA20/EMA50 negativos e preço abaixo das médias.; Confirmação H1: EMA50 inclinada para baixo (-0.5).) | Contexto: Desfavorável (Preço abaixo da VWAP (-1).; Preço abaixo da EMA50 (-0.5).) | Impulso: Fraco (ADX=17.1 abaixo de 22 (0).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
25/06/2025;Asia;USDJPY;2025-06-25T00:00:00+00:00;2025-06-24T23:30:00+00:00;1.2.1;-0.1899;0.0866;VENDA;FORA;1.0;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: EMA50 inclinada para baixo (-0.5).) | Contexto: Favorável (Preço acima da VWAP intradiária (+1).; Preço acima da EMA50 (+0.5).) | Impulso: Fraco (ADX=14.1 abaixo de 15 (0).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
25/06/2025;Europe;EURUSD;2025-06-25T07:00:00+00:00;2025-06-25T06:30:00+00:00;1.2.2;0.0988;0.1307;VENDA;FORA;-1.0;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Desfavorável (Preço abaixo da VWAP (-1).; Preço abaixo da EMA50 (-0.5).) | Impulso: Moderado (ADX=15.2 entre 14-22 (+1).) | Mitigação: Atenção: mercado travado (Candle atual < 0.7x ATR (-1).)";Baixa volatilidade: range < 0.7x ATR.;
24/06/2025;America;XAUUSD;2025-06-24T13:30:00+00:00;2025-06-24T13:15:00+00:00;1.2.3;0.1048;0.08;COMPRA;FORA;0.0;"Tendência: Baixa (Slope EMA20/EMA50 negativos e preço abaixo das médias.; Confirmação H1: EMA50 inclinada para baixo (-0.5).) | Contexto: Desfavorável (Preço abaixo da VWAP (-1).; Preço abaixo da EMA50 (-0.5).; Preco esticado > 2.5x ATR distante da EMA50 (-1).; Distancia > 3.0x ATR -> sinal vetado.) | Impulso: Forte (ADX=36.6 acima de 30 (+2).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Contexto: preço afastado demais da média (risco de correção). | Contexto extremo: afastamento excedeu limite configurado. Sinal cancelado.;
24/06/2025;Asia;USDJPY;2025-06-24T00:00:00+00:00;2025-06-23T23:30:00+00:00;1.2.1;0.1013;0.0846;COMPRA;VENDA;-3.5;"Tendência: Baixa (Slope EMA20/EMA50 negativos e preço abaixo das médias.; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Desfavorável (Preço abaixo da VWAP (-1).; Preço abaixo da EMA50 (-0.5).; Preco esticado > 1.5x ATR distante da EMA50 (-1).) | Impulso: Forte (ADX=39.8 acima de 20 (+2).) | Mitigação: Risco: volatilidade extrema (Candle atual > 2.0x ATR (-2).)";Contexto: preço afastado demais da média (risco de correção). | Volatilidade excessiva detectada (candle > 2.0x ATR).;
24/06/2025;Europe;EURUSD;2025-06-24T07:00:00+00:00;2025-06-24T06:30:00+00:00;1.2.2;0.0908;0.141;VENDA;COMPRA;3.0;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Neutro (Preço acima da VWAP intradiária (+1).; Preço acima da EMA50 (+0.5).; Preco esticado > 1.9x ATR distante da EMA50 (-1).) | Impulso: Forte (ADX=27.7 acima de 22 (+2).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Contexto: preço afastado demais da média (risco de correção).;
23/06/2025;America;XAUUSD;2025-06-23T13:30:00+00:00;2025-06-23T13:15:00+00:00;1.2.3;0.1064;0.0809;COMPRA;FORA;0.0;"Tendência: Alta (Slope EMA20/EMA50 positivos e preço sustentado acima das médias.; Confirmação H1: EMA50 inclinada para baixo (-0.5).) | Contexto: Neutro (Preço acima da VWAP intradiária (+1).; Preço acima da EMA50 (+0.5).; Preco esticado > 2.5x ATR distante da EMA50 (-1).; Distancia > 3.0x ATR -> sinal vetado.) | Impulso: Moderado (ADX=23.8 entre 22-30 (+1).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Contexto: preço afastado demais da média (risco de correção). | Contexto extremo: afastamento excedeu limite configurado. Sinal cancelado.;
23/06/2025;Asia;USDJPY;2025-06-23T00:00:00+00:00;2025-06-22T23:30:00+00:00;1.2.1;-0.0213;-0.0226;COMPRA;FORA;0.0;"Tendência: Alta (Slope EMA20/EMA50 positivos e preço sustentado acima das médias.; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Neutro (Preço acima da VWAP intradiária (+1).; Preço acima da EMA50 (+0.5).; Preco esticado > 1.5x ATR distante da EMA50 (-1).) | Impulso: Forte (ADX=42.9 acima de 20 (+2).) | Mitigação: Risco: volatilidade extrema (Candle atual > 2.0x ATR (-2).; Pavio exagerado no candle atual (-1).; Mitigação forte: pavio exagerado + preço afastado demais da média. Sinal vetado.)";Contexto: preço afastado demais da média (risco de correção). | Volatilidade excessiva detectada (candle > 2.0x ATR). | Mitigacao: pavio exagerado no candle atual. | Sinal vetado por mitigação (pavio exagerado + preço afastado da média).;
23/06/2025;Europe;EURUSD;2025-06-23T07:00:00+00:00;2025-06-23T06:30:00+00:00;1.2.2;0.0974;0.0905;COMPRA;FORA;1.5;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: slope neutro.) | Contexto: Neutro (Preço acima da VWAP intradiária (+1).; Preço abaixo da EMA50 (-0.5).) | Impulso: Moderado (ADX=14.9 entre 14-22 (+1).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
20/06/2025;America;XAUUSD;2025-06-20T13:30:00+00:00;2025-06-20T13:15:00+00:00;1.2.3;0.1011;-0.0536;COMPRA;VENDA;-2.0;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: EMA50 inclinada para baixo (-0.5).) | Contexto: Desfavorável (Preço abaixo da VWAP (-1).; Preço abaixo da EMA50 (-0.5).) | Impulso: Fraco (ADX=18.3 abaixo de 22 (0).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
20/06/2025;Asia;USDJPY;2025-06-20T00:00:00+00:00;2025-06-19T23:30:00+00:00;1.2.1;0.1007;-0.1209;COMPRA;COMPRA;2.0;"Tendência: Baixa moderada (Tendência de baixa nos slopes, porém preço tenta se manter acima.; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Favorável (Preço acima da VWAP intradiária (+1).; Preço acima da EMA50 (+0.5).) | Impulso: Forte (ADX=25.5 acima de 20 (+2).) | Mitigação: Atencao: pavio exagerado (Volatilidade dentro do intervalo esperado.; Pavio exagerado no candle atual (-1).)";Mitigacao: pavio exagerado no candle atual.;
20/06/2025;Europe;EURUSD;2025-06-20T07:00:00+00:00;2025-06-20T06:30:00+00:00;1.2.2;-0.5096;0.0976;VENDA;FORA;0.0;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: slope neutro.) | Contexto: Neutro (Preço acima da VWAP intradiária (+1).; Preço acima da EMA50 (+0.5).; Preco esticado > 1.9x ATR distante da EMA50 (-1).; Distancia > 3.0x ATR -> sinal vetado.) | Impulso: Forte (ADX=46.8 acima de 22 (+2).) | Mitigação: Atenção: mercado travado (Candle atual < 0.7x ATR (-1).)";Contexto: preço afastado demais da média (risco de correção). | Contexto extremo: afastamento excedeu limite configurado. Sinal cancelado. | Baixa volatilidade: range < 0.7x ATR.;
19/06/2025;America;XAUUSD;2025-06-19T13:30:00+00:00;2025-06-19T13:15:00+00:00;1.2.3;0.1005;0.084;COMPRA;FORA;1.0;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: EMA50 inclinada para baixo (-0.5).) | Contexto: Favorável (Preço acima da VWAP intradiária (+1).; Preço acima da EMA50 (+0.5).) | Impulso: Fraco (ADX=11.9 abaixo de 22 (0).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
19/06/2025;Asia;USDJPY;2025-06-19T00:00:00+00:00;2025-06-18T23:30:00+00:00;1.2.1;-0.1226;0.0927;VENDA;COMPRA;3.5;"Tendência: Alta (Slope EMA20/EMA50 positivos e preço sustentado acima das médias.; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Favorável (Preço acima da VWAP intradiária (+1).; Preço acima da EMA50 (+0.5).) | Impulso: Moderado (ADX=16.1 entre 15-20 (+1).) | Mitigação: Atencao: pavio exagerado (Volatilidade dentro do intervalo esperado.; Pavio exagerado no candle atual (-1).)";Mitigacao: pavio exagerado no candle atual.;
19/06/2025;Europe;EURUSD;2025-06-19T07:00:00+00:00;2025-06-19T06:30:00+00:00;1.2.2;0.1058;0.1043;COMPRA;COMPRA;2.0;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: EMA50 inclinada para baixo (-0.5).) | Contexto: Neutro (Preço acima da VWAP intradiária (+1).; Preço abaixo da EMA50 (-0.5).) | Impulso: Forte (ADX=25.5 acima de 22 (+2).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
18/06/2025;America;XAUUSD;2025-06-18T13:30:00+00:00;2025-06-18T13:15:00+00:00;1.2.3;0.1096;0.0842;COMPRA;VENDA;-3.5;"Tendência: Baixa (Slope EMA20/EMA50 negativos e preço abaixo das médias.; Confirmação H1: EMA50 inclinada para baixo (-0.5).) | Contexto: Desfavorável (Preço abaixo da VWAP (-1).; Preço abaixo da EMA50 (-0.5).) | Impulso: Fraco (ADX=14.7 abaixo de 22 (0).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
18/06/2025;Asia;USDJPY;2025-06-18T00:00:00+00:00;2025-06-17T23:30:00+00:00;1.2.1;0.1012;-0.0659;COMPRA;FORA;0.5;"Tendência: Alta (Slope EMA20/EMA50 positivos e preço sustentado acima das médias.; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Desfavorável (Preço abaixo da VWAP (-1).; Preço acima da EMA50 (+0.5).; Preco esticado > 1.5x ATR distante da EMA50 (-1).) | Impulso: Moderado (ADX=17.1 entre 15-20 (+1).) | Mitigação: Atenção: mercado travado (Candle atual < 0.8x ATR (-1).)";Contexto: preço afastado demais da média (risco de correção). | Baixa volatilidade: range < 0.8x ATR.;
18/06/2025;Europe;EURUSD;2025-06-18T07:00:00+00:00;2025-06-18T06:30:00+00:00;1.2.2;0.1141;-0.3535;COMPRA;COMPRA;3.0;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: EMA50 inclinada para baixo (-0.5).) | Contexto: Favorável (Preço acima da VWAP intradiária (+1).; Preço acima da EMA50 (+0.5).) | Impulso: Forte (ADX=24.5 acima de 22 (+2).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
17/06/2025;America;XAUUSD;2025-06-17T13:30:00+00:00;2025-06-17T13:15:00+00:00;1.2.3;0.1217;0.0941;COMPRA;VENDA;-2.0;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: EMA50 inclinada para baixo (-0.5).) | Contexto: Desfavorável (Preço abaixo da VWAP (-1).; Preço abaixo da EMA50 (-0.5).) | Impulso: Fraco (ADX=21.5 abaixo de 22 (0).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
17/06/2025;Asia;USDJPY;2025-06-17T00:00:00+00:00;2025-06-16T23:30:00+00:00;1.2.1;-0.0106;0.0869;VENDA;FORA;0.0;"Tendência: Alta (Slope EMA20/EMA50 positivos e preço sustentado acima das médias.; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Neutro (Preço acima da VWAP intradiária (+1).; Preço acima da EMA50 (+0.5).; Preco esticado > 1.5x ATR distante da EMA50 (-1).) | Impulso: Forte (ADX=44.8 acima de 20 (+2).) | Mitigação: Atencao: pavio exagerado (Volatilidade dentro do intervalo esperado.; Pavio exagerado no candle atual (-1).; Mitigação forte: pavio exagerado + preço afastado demais da média. Sinal vetado.)";Contexto: preço afastado demais da média (risco de correção). | Mitigacao: pavio exagerado no candle atual. | Sinal vetado por mitigação (pavio exagerado + preço afastado da média).;
17/06/2025;Europe;EURUSD;2025-06-17T07:00:00+00:00;2025-06-17T06:30:00+00:00;1.2.2;0.0924;0.105;VENDA;COMPRA;2.5;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: slope neutro.) | Contexto: Favorável (Preço acima da VWAP intradiária (+1).; Preço acima da EMA50 (+0.5).) | Impulso: Moderado (ADX=21.4 entre 14-22 (+1).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
16/06/2025;America;XAUUSD;2025-06-16T13:30:00+00:00;2025-06-16T13:15:00+00:00;1.2.3;0.1077;0.0915;COMPRA;FORA;-1.0;"Tendência: Baixa (Slope EMA20/EMA50 negativos e preço abaixo das médias.; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Desfavorável (Preço abaixo da VWAP (-1).; Preço abaixo da EMA50 (-0.5).) | Impulso: Forte (ADX=37.9 acima de 30 (+2).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
16/06/2025;Asia;USDJPY;2025-06-16T00:00:00+00:00;2025-06-15T23:30:00+00:00;1.2.1;0.1123;0.0805;COMPRA;FORA;0.0;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Neutro (Preço acima da VWAP intradiária (+1).; Preço acima da EMA50 (+0.5).; Preco esticado > 1.5x ATR distante da EMA50 (-1).) | Impulso: Moderado (ADX=18.2 entre 15-20 (+1).) | Mitigação: Risco: volatilidade extrema (Candle atual > 2.0x ATR (-2).)";Contexto: preço afastado demais da média (risco de correção). | Volatilidade excessiva detectada (candle > 2.0x ATR).;
16/06/2025;Europe;EURUSD;2025-06-16T07:00:00+00:00;2025-06-16T06:30:00+00:00;1.2.2;0.0902;0.115;VENDA;FORA;1.5;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: slope neutro.) | Contexto: Favorável (Preço acima da VWAP intradiária (+1).; Preço acima da EMA50 (+0.5).) | Impulso: Fraco (ADX=12.4 abaixo de 14 (0).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
13/06/2025;America;XAUUSD;2025-06-13T13:30:00+00:00;2025-06-13T13:15:00+00:00;1.2.3;0.1063;0.0842;COMPRA;COMPRA;2.5;"Tendência: Alta (Slope EMA20/EMA50 positivos e preço sustentado acima das médias.; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Favorável (Preço acima da VWAP intradiária (+1).; Preço acima da EMA50 (+0.5).) | Impulso: Fraco (ADX=13.0 abaixo de 22 (0).) | Mitigação: Atenção: mercado travado (Candle atual < 0.7x ATR (-1).)";Baixa volatilidade: range < 0.7x ATR.;
13/06/2025;Asia;USDJPY;2025-06-13T00:00:00+00:00;2025-06-12T23:30:00+00:00;1.2.1;-0.1392;0.0837;VENDA;VENDA;-2.0;"Tendência: Baixa (Slope EMA20/EMA50 negativos e preço abaixo das médias.; Confirmação H1: EMA50 inclinada para baixo (-0.5).) | Contexto: Desfavorável (Preço abaixo da VWAP (-1).; Preço abaixo da EMA50 (-0.5).; Preco esticado > 1.5x ATR distante da EMA50 (-1).) | Impulso: Forte (ADX=24.9 acima de 20 (+2).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Contexto: preço afastado demais da média (risco de correção).;
13/06/2025;Europe;EURUSD;2025-06-13T07:00:00+00:00;2025-06-13T06:30:00+00:00;1.2.2;0.0998;0.0905;COMPRA;FORA;-1.5;"Tendência: Baixa (Slope EMA20/EMA50 negativos e preço abaixo das médias.; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Desfavorável (Preço abaixo da VWAP (-1).; Preço abaixo da EMA50 (-0.5).; Preco esticado > 1.9x ATR distante da EMA50 (-1).) | Impulso: Forte (ADX=33.2 acima de 22 (+2).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Contexto: preço afastado demais da média (risco de correção).;
12/06/2025;America;XAUUSD;2025-06-12T13:30:00+00:00;2025-06-12T13:15:00+00:00;1.2.3;0.1285;0.0806;COMPRA;COMPRA;4.5;"Tendência: Alta (Slope EMA20/EMA50 positivos e preço sustentado acima das médias.; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Favorável (Preço acima da VWAP intradiária (+1).; Preço acima da EMA50 (+0.5).) | Impulso: Moderado (ADX=22.4 entre 22-30 (+1).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
12/06/2025;Asia;USDJPY;2025-06-12T00:00:00+00:00;2025-06-11T23:30:00+00:00;1.2.1;0.0997;-0.1508;COMPRA;FORA;-1.5;"Tendência: Baixa (Slope EMA20/EMA50 negativos e preço abaixo das médias.; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Desfavorável (Preço abaixo da VWAP (-1).; Preço abaixo da EMA50 (-0.5).; Preco esticado > 1.5x ATR distante da EMA50 (-1).) | Impulso: Forte (ADX=21.4 acima de 20 (+2).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Contexto: preço afastado demais da média (risco de correção).;
12/06/2025;Europe;EURUSD;2025-06-12T07:00:00+00:00;2025-06-12T06:30:00+00:00;1.2.2;0.0902;0.1237;VENDA;FORA;1.0;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Desfavorável (Preço abaixo da VWAP (-1).; Preço acima da EMA50 (+0.5).; Preco esticado > 1.9x ATR distante da EMA50 (-1).) | Impulso: Forte (ADX=22.5 acima de 22 (+2).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Contexto: preço afastado demais da média (risco de correção).;
11/06/2025;America;XAUUSD;2025-06-11T13:30:00+00:00;2025-06-11T13:15:00+00:00;1.2.3;0.1001;0.0818;COMPRA;FORA;0.0;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Desfavorável (Preço abaixo da VWAP (-1).; Preço abaixo da EMA50 (-0.5).) | Impulso: Moderado (ADX=29.6 entre 22-30 (+1).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
11/06/2025;Asia;USDJPY;2025-06-11T00:00:00+00:00;2025-06-10T23:30:00+00:00;1.2.1;0.1097;-0.3748;COMPRA;COMPRA;2.5;"Tendência: Alta (Slope EMA20/EMA50 positivos e preço sustentado acima das médias.; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Neutro (Preço abaixo da VWAP (-1).; Preço acima da EMA50 (+0.5).) | Impulso: Moderado (ADX=15.7 entre 15-20 (+1).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
11/06/2025;Europe;EURUSD;2025-06-11T07:00:00+00:00;2025-06-11T06:30:00+00:00;1.2.2;0.098;0.0964;COMPRA;FORA;-1.5;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: slope neutro.) | Contexto: Desfavorável (Preço abaixo da VWAP (-1).; Preço abaixo da EMA50 (-0.5).) | Impulso: Moderado (ADX=19.9 entre 14-22 (+1).) | Mitigação: Atenção: mercado travado (Candle atual < 0.7x ATR (-1).)";Baixa volatilidade: range < 0.7x ATR.;
10/06/2025;America;XAUUSD;2025-06-10T13:30:00+00:00;2025-06-10T13:15:00+00:00;1.2.3;-1.0465;0.1018;VENDA;COMPRA;5.0;"Tendência: Alta (Slope EMA20/EMA50 positivos e preço sustentado acima das médias.; Confirmação H1: EMA50 inclinada para baixo (-0.5).) | Contexto: Favorável (Preço acima da VWAP intradiária (+1).; Preço acima da EMA50 (+0.5).) | Impulso: Forte (ADX=42.9 acima de 30 (+2).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
10/06/2025;Asia;USDJPY;2025-06-10T00:00:00+00:00;2025-06-09T23:30:00+00:00;1.2.1;0.1016;0.0805;COMPRA;COMPRA;3.5;"Tendência: Alta (Slope EMA20/EMA50 positivos e preço sustentado acima das médias.; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Neutro (Preço acima da VWAP intradiária (+1).; Preço acima da EMA50 (+0.5).; Preco esticado > 1.5x ATR distante da EMA50 (-1).) | Impulso: Moderado (ADX=17.2 entre 15-20 (+1).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Contexto: preço afastado demais da média (risco de correção).;
10/06/2025;Europe;EURUSD;2025-06-10T07:00:00+00:00;2025-06-10T06:30:00+00:00;1.2.2;0.0914;0.0957;VENDA;COMPRA;2.5;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: slope neutro.) | Contexto: Neutro (Preço acima da VWAP intradiária (+1).; Preço abaixo da EMA50 (-0.5).) | Impulso: Forte (ADX=33.9 acima de 22 (+2).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
09/06/2025;America;XAUUSD;2025-06-09T13:30:00+00:00;2025-06-09T13:15:00+00:00;1.2.3;0.1067;-0.2232;COMPRA;FORA;-1.0;"Tendência: Alta moderada (EMAs apontando para cima, mas preço perdeu uma das médias.; Confirmação H1: EMA50 inclinada para baixo (-0.5).) | Contexto: Desfavorável (Preço abaixo da VWAP (-1).; Preço abaixo da EMA50 (-0.5).) | Impulso: Fraco (ADX=16.0 abaixo de 22 (0).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
09/06/2025;Asia;USDJPY;2025-06-09T00:00:00+00:00;2025-06-08T23:30:00+00:00;1.2.1;0.0549;-0.0966;COMPRA;COMPRA;2.0;"Tendência: Alta moderada (EMAs apontando para cima, mas preço perdeu uma das médias.; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Neutro (Preço abaixo da VWAP (-1).; Preço acima da EMA50 (+0.5).) | Impulso: Moderado (ADX=18.4 entre 15-20 (+1).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
09/06/2025;Europe;EURUSD;2025-06-09T07:00:00+00:00;2025-06-09T06:30:00+00:00;1.2.2;0.0965;-0.8185;COMPRA;FORA;1.5;"Tendência: Neutro (Slopes das EMAs estão próximos de zero (lateral).; Confirmação H1: slope neutro.) | Contexto: Favorável (Preço acima da VWAP intradiária (+1).; Preço acima da EMA50 (+0.5).) | Impulso: Moderado (ADX=18.3 entre 14-22 (+1).) | Mitigação: Atenção: mercado travado (Candle atual < 0.7x ATR (-1).)";Baixa volatilidade: range < 0.7x ATR.;
06/06/2025;America;XAUUSD;2025-06-06T13:30:00+00:00;2025-06-06T13:15:00+00:00;1.2.3;-0.4716;0.0874;VENDA;VENDA;-3.5;"Tendência: Baixa (Slope EMA20/EMA50 negativos e preço abaixo das médias.; Confirmação H1: EMA50 inclinada para baixo (-0.5).) | Contexto: Desfavorável (Preço abaixo da VWAP (-1).; Preço abaixo da EMA50 (-0.5).) | Impulso: Fraco (ADX=19.0 abaixo de 22 (0).) | Mitigação: Sem alertas (Volatilidade dentro do intervalo esperado.)";Nenhum alerta crítico.;
06/06/2025;Asia;USDJPY;2025-06-06T00:00:00+00:00;2025-06-05T23:30:00+00:00;1.2.1;0.0978;0.08;COMPRA;FORA;0.0;"Tendência: Alta moderada (EMAs apontando para cima, mas preço perdeu uma das médias.; Confirmação H1: EMA50 inclinada para cima (+0.5).) | Contexto: Desfavorável (Preço abaixo da VWAP (-1).; Preço abaixo da EMA50 (-0.5).) | Impulso: Moderado (ADX=18.4 entre 15-20 (+1).) | Mitigação: Atenção: mercado travado (Candle atual < 0.8x ATR (-1).)";Baixa volatilidade: range < 0.8x ATR.;
